zona,ciudad,precio,ambientes,bathrooms,area
GBA Norte,pilar,80.000,9.0,6.0,400
GBA Norte,pilar,140.000,3.0,4.0,2
GBA Norte,pilar,180.000,6.0,2.0,116
GBA Norte,pilar,120.000,4.0,2.0,175
GBA Norte,pilar,279.000,5.0,4.0,193
GBA Norte,pilar,395.000,1.0,5.0,235
GBA Norte,pilar,153.000,3.0,3.0,107
GBA Norte,pilar,184.900,,,167
GBA Norte,pilar,245.000,4.0,3.0,154
GBA Norte,pilar,490.000,4.0,2.0,178
GBA Norte,pilar,130.000,4.0,2.0,106
GBA Norte,pilar,238.500,5.0,3.0,142
GBA Norte,pilar,187.000,4.0,2.0,130
GBA Norte,pilar,300.000,4.0,2.0,150
GBA Norte,pilar,290.000,5.0,4.0,226
GBA Norte,pilar,229.000,5.0,3.0,190
GBA Norte,pilar,89.900,3.0,,120
GBA Norte,pilar,175.000,4.0,2.0,130
GBA Norte,pilar,189.000,5.0,3.0,145
GBA Norte,pilar,149.000,6.0,3.0,120
GBA Norte,pilar,170.000,5.0,2.0,151
GBA Norte,pilar,2.200.000,10.0,10.0,980
GBA Norte,pilar,162.000,4.0,2.0,110
GBA Norte,pilar,125.000,3.0,2.0,80
GBA Norte,pilar,232.000,4.0,3.0,130
GBA Norte,pilar,475.000,7.0,2.0,255
GBA Norte,pilar,155.000,4.0,2.0,125
GBA Norte,pilar,345.000,5.0,2.0,230
GBA Norte,pilar,199.000,4.0,3.0,147
GBA Norte,pilar,185.000,4.0,2.0,168
GBA Norte,pilar,105.000,5.0,2.0,190
GBA Norte,pilar,189.000,4.0,3.0,148
GBA Norte,pilar,680.000,4.0,3.0,260
GBA Norte,pilar,430.000,4.0,2.0,205
GBA Norte,pilar,153.000,3.0,2.0,117
GBA Norte,pilar,285.000,3.0,3.0,170
GBA Norte,pilar,167.000,3.0,2.0,120
GBA Norte,pilar,250.000,1.0,2.0,80
GBA Norte,pilar,200.000,4.0,2.0,124
GBA Norte,pilar,168.000,4.0,2.0,190
GBA Norte,pilar,185.000,4.0,1.0,120
GBA Norte,pilar,735.000,6.0,4.0,287
GBA Norte,pilar,1.100.000,6.0,4.0,1
GBA Norte,pilar,620.000,6.0,3.0,237
GBA Norte,pilar,450.000,3.0,6.0,331
GBA Norte,pilar,1.450.000,7.0,2.0,423
GBA Norte,pilar,395.000,7.0,3.0,318
GBA Norte,pilar,280.000,4.0,3.0,170
GBA Norte,pilar,260.000,5.0,3.0,180
GBA Norte,pilar,210.000,5.0,3.0,180
GBA Norte,escobar,86.000,1.0,6.0,87
GBA Norte,escobar,319.000,6.0,4.0,252
GBA Norte,escobar,75.000,5.0,5.0,181
GBA Norte,escobar,80.000,4.0,5.0,320
GBA Norte,escobar,245.000,3.0,2.0,175
GBA Norte,escobar,190.000,6.0,2.0,165
GBA Norte,escobar,290.000,5.0,4.0,208
GBA Norte,escobar,79.000,2.0,4.0,710
GBA Norte,escobar,299.000,5.0,3.0,184
GBA Norte,escobar,610.000,7.0,5.0,291
GBA Norte,escobar,350.000,6.0,4.0,300
GBA Norte,escobar,295.000,5.0,3.0,167
GBA Norte,escobar,64.800,3.0,1.0,60
GBA Norte,escobar,239.000,3.0,3.0,162
GBA Norte,escobar,480.000,10.0,6.0,249
GBA Norte,escobar,67.500,1.0,1.0,60
GBA Norte,escobar,75.000,3.0,1.0,52
GBA Norte,escobar,58.000,2.0,1.0,80
GBA Norte,escobar,135.000,4.0,3.0,110
GBA Norte,escobar,123.000,3.0,1.0,120
GBA Norte,escobar,315.000,6.0,,200
GBA Norte,escobar,170.000,4.0,2.0,190
GBA Norte,escobar,379.000,5.0,4.0,196
GBA Norte,escobar,275.000,5.0,2.0,200
GBA Norte,escobar,128.000,5.0,2.0,73
GBA Norte,escobar,298.000,4.0,4.0,175
GBA Norte,escobar,135.000,5.0,2.0,120
GBA Norte,escobar,540.000,6.0,3.0,227
GBA Norte,escobar,295.000,5.0,3.0,228
GBA Norte,escobar,210.000,6.0,3.0,150
GBA Norte,escobar,359.000,5.0,3.0,115
GBA Norte,escobar,585.000,5.0,2.0,245
GBA Norte,escobar,129.000,4.0,2.0,84
GBA Norte,escobar,300.000,5.0,4.0,160
GBA Norte,escobar,1.500.000,5.0,4.0,460
GBA Norte,escobar,165.000,3.0,1.0,154
GBA Norte,escobar,327.000,5.0,3.0,260
GBA Norte,escobar,249.000,4.0,3.0,195
GBA Norte,escobar,390.000,5.0,3.0,162
GBA Norte,escobar,650.000,4.0,3.0,279
GBA Norte,escobar,250.000,3.0,2.0,710
GBA Norte,escobar,295.000,3.0,2.0,155
GBA Norte,escobar,245.000,3.0,2.0,165
GBA Norte,escobar,275.000,2.0,2.0,177
GBA Norte,escobar,429.000,4.0,4.0,204
GBA Norte,escobar,290.000,6.0,4.0,240
GBA Norte,escobar,379.000,4.0,3.0,290
GBA Norte,escobar,280.000,,,220
GBA Norte,escobar,150.000,4.0,3.0,165
GBA Norte,escobar,482.000,5.0,4.0,245
GBA Norte,tigre,129.000,4.0,1.0,110
GBA Norte,tigre,520.000,5.0,3.0,230
GBA Norte,tigre,430.000,3.0,3.0,164
GBA Norte,tigre,620.000,10.0,5.0,350
GBA Norte,tigre,365.000,5.0,3.0,175
GBA Norte,tigre,560.000,7.0,6.0,300
GBA Norte,tigre,115.000,4.0,2.0,95
GBA Norte,tigre,635.000,9.0,5.0,312
GBA Norte,tigre,530.000,7.0,5.0,394
GBA Norte,tigre,1.770.000,7.0,5.0,410
GBA Norte,tigre,115.000,1.0,1.0,70
GBA Norte,tigre,48.000,2.0,1.0,55
GBA Norte,tigre,2.200.000,8.0,7.0,600
GBA Norte,tigre,53.000,3.0,1.0,71
GBA Norte,tigre,99.000,3.0,1.0,75
GBA Norte,tigre,250.000,4.0,3.0,188
GBA Norte,tigre,299.000,6.0,4.0,280
GBA Norte,tigre,88.000,3.0,3.0,133
GBA Norte,tigre,990.000,6.0,4.0,350
GBA Norte,tigre,459.000,6.0,3.0,192
GBA Norte,tigre,290.000,5.0,5.0,163
GBA Norte,tigre,398.000,6.0,4.0,280
GBA Norte,tigre,750.000,6.0,4.0,242
GBA Norte,tigre,450.000,5.0,4.0,420
GBA Norte,tigre,3.500.000,8.0,6.0,444
GBA Norte,tigre,135.000,6.0,2.0,200
GBA Norte,tigre,1.690.000,9.0,5.0,315
GBA Norte,tigre,950.000,6.0,3.0,330
GBA Norte,tigre,349.000,4.0,4.0,173
GBA Norte,tigre,1.580.000,7.0,5.0,375
GBA Norte,tigre,198.000,4.0,1.0,87
GBA Norte,tigre,490.000,7.0,5.0,234
GBA Norte,tigre,790.000,7.0,4.0,307
GBA Norte,tigre,445.000,5.0,3.0,200
GBA Norte,tigre,580.000,6.0,2.0,213
GBA Norte,tigre,99.990,5.0,2.0,159
GBA Norte,tigre,550.000,5.0,4.0,340
GBA Norte,tigre,1.950.000,9.0,4.0,444
GBA Norte,tigre,1.600.000,7.0,5.0,327
GBA Norte,tigre,545.000,5.0,3.0,210
GBA Norte,tigre,1.420.000,5.0,5.0,332
GBA Norte,tigre,175.000,4.0,2.0,144
GBA Norte,tigre,310.000,6.0,2.0,248
GBA Norte,tigre,1.190.000,7.0,7.0,292
GBA Norte,tigre,695.000,5.0,3.0,230
GBA Norte,tigre,1.800.000,8.0,4.0,400
GBA Norte,tigre,380.000,7.0,3.0,213
GBA Norte,tigre,1.200.000,7.0,5.0,329
GBA Norte,tigre,1.800.000,8.0,5.0,600
GBA Norte,tigre,100.000,4.0,2.0,130
GBA Norte,san-isidro,100.000,4.0,2.0,220
GBA Norte,san-isidro,700.000,7.0,5.0,361
GBA Norte,san-isidro,170.000,8.0,2.0,131
GBA Norte,san-isidro,280.000,3.0,1.0,154
GBA Norte,san-isidro,2.600.000,9.0,6.0,600
GBA Norte,san-isidro,470.000,5.0,4.0,160
GBA Norte,san-isidro,330.000,4.0,3.0,290
GBA Norte,san-isidro,360.000,6.0,3.0,150
GBA Norte,san-isidro,155.000,3.0,1.0,87
GBA Norte,san-isidro,275.000,4.0,1.0,140
GBA Norte,san-isidro,189.000,3.0,2.0,116
GBA Norte,san-isidro,180.000,4.0,2.0,140
GBA Norte,san-isidro,200.000,4.0,2.0,130
GBA Norte,san-isidro,1.155.000,10.0,6.0,406
GBA Norte,san-isidro,410.000,6.0,4.0,195
GBA Norte,san-isidro,328.000,5.0,3.0,144
GBA Norte,san-isidro,300.000,5.0,2.0,307
GBA Norte,san-isidro,350.000,5.0,3.0,210
GBA Norte,san-isidro,980.000,5.0,3.0,286
GBA Norte,san-isidro,650.000,7.0,,362
GBA Norte,san-isidro,950.000,4.0,6.0,560
GBA Norte,san-isidro,410.000,4.0,3.0,238
GBA Norte,san-isidro,795.000,7.0,4.0,260
GBA Norte,san-isidro,140.000,7.0,3.0,210
GBA Norte,san-isidro,355.000,4.0,4.0,218
GBA Norte,san-isidro,275.000,6.0,2.0,269
GBA Norte,san-isidro,830.000,6.0,4.0,514
GBA Norte,san-isidro,395.000,5.0,3.0,268
GBA Norte,san-isidro,220.000,5.0,3.0,258
GBA Norte,san-isidro,390.000,4.0,1.0,162
GBA Norte,san-isidro,1.350.000,5.0,5.0,420
GBA Norte,san-isidro,340.000,5.0,2.0,110
GBA Norte,san-isidro,1.080.000,6.0,4.0,334
GBA Norte,san-isidro,890.000,6.0,5.0,416
GBA Norte,san-isidro,1.200.000,8.0,6.0,409
GBA Norte,san-isidro,760.000,6.0,4.0,600
GBA Norte,san-isidro,149.900,5.0,2.0,118
GBA Norte,san-isidro,765.000,6.0,3.0,240
GBA Norte,san-isidro,235.000,3.0,2.0,97
GBA Norte,san-isidro,330.000,7.0,4.0,242
GBA Norte,san-isidro,295.000,4.0,1.0,135
GBA Norte,san-isidro,360.000,4.0,3.0,222
GBA Norte,san-isidro,170.000,4.0,2.0,220
GBA Norte,san-isidro,550.000,5.0,2.0,207
GBA Norte,san-isidro,1.350.000,5.0,3.0,600
GBA Norte,san-isidro,380.000,5.0,3.0,157
GBA Norte,san-isidro,450.000,8.0,5.0,277
GBA Norte,san-isidro,350.000,6.0,2.0,209
GBA Norte,san-isidro,310.000,3.0,1.0,113
GBA Norte,san-isidro,380.000,6.0,3.0,240
GBA Norte,san-miguel,115.000,3.0,2.0,70
GBA Norte,san-miguel,149.900,4.0,2.0,109
GBA Norte,san-miguel,135.000,5.0,2.0,100
GBA Norte,san-miguel,90.000,5.0,1.0,218
GBA Norte,san-miguel,295.000,5.0,3.0,326
GBA Norte,san-miguel,340.000,4.0,3.0,300
GBA Norte,san-miguel,85.000,3.0,1.0,80
GBA Norte,san-miguel,1.650.000,6.0,6.0,600
GBA Norte,san-miguel,159.000,4.0,1.0,125
GBA Norte,san-miguel,165.000,5.0,3.0,160
GBA Norte,san-miguel,399.000,7.0,4.0,264
GBA Norte,san-miguel,310.000,4.0,2.0,181
GBA Norte,san-miguel,259.000,4.0,2.0,170
GBA Norte,san-miguel,299.000,6.0,3.0,230
GBA Norte,san-miguel,165.000,5.0,3.0,160
GBA Norte,san-miguel,215.000,7.0,3.0,209
GBA Norte,san-miguel,175.000,3.0,3.0,206
GBA Norte,san-miguel,730.000,8.0,4.0,334
GBA Norte,san-miguel,326.000,3.0,2.0,183
GBA Norte,san-miguel,138.000,4.0,1.0,105
GBA Norte,san-miguel,360.000,4.0,,225
GBA Norte,san-miguel,1.700.000,6.0,6.0,600
GBA Norte,san-miguel,280.000,6.0,4.0,220
GBA Norte,san-miguel,396.000,7.0,3.0,324
GBA Norte,san-miguel,570.000,8.0,4.0,515
GBA Norte,san-miguel,335.000,4.0,3.0,200
GBA Norte,san-miguel,145.000,4.0,2.0,160
GBA Norte,san-miguel,1.280.000,6.0,5.0,650
GBA Norte,san-miguel,485.000,4.0,3.0,300
GBA Norte,san-miguel,130.000,6.0,2.0,120
GBA Norte,san-miguel,282.000,3.0,1.0,101
GBA Norte,san-miguel,330.000,6.0,3.0,250
GBA Norte,san-miguel,260.000,4.0,2.0,253
GBA Norte,san-miguel,56.000,3.0,1.0,70
GBA Norte,san-miguel,135.000,4.0,1.0,135
GBA Norte,san-miguel,73.000,4.0,1.0,120
GBA Norte,san-miguel,99.900,2.0,2.0,78
GBA Norte,san-miguel,108.000,3.0,1.0,111
GBA Norte,san-miguel,290.000,4.0,3.0,192
GBA Norte,san-miguel,120.000,5.0,2.0,130
GBA Norte,san-miguel,750.000,5.0,4.0,400
GBA Norte,san-miguel,79.900,4.0,2.0,75
GBA Norte,san-miguel,179.000,5.0,3.0,190
GBA Norte,san-miguel,149.700,3.0,1.0,139
GBA Norte,san-miguel,105.000,4.0,1.0,191
GBA Norte,san-miguel,340.000,4.0,3.0,163
GBA Norte,san-miguel,59.000,3.0,1.0,110
GBA Norte,san-miguel,90.000,4.0,1.0,90
GBA Norte,san-miguel,90.000,4.0,1.0,90
GBA Norte,san-miguel,160.000,3.0,1.0,100
GBA Norte,general-san-martin,95.000,3.0,1.0,70
GBA Norte,general-san-martin,259.000,4.0,2.0,185
GBA Norte,general-san-martin,109.000,3.0,2.0,67
GBA Norte,general-san-martin,195.000,4.0,3.0,230
GBA Norte,general-san-martin,238.000,4.0,4.0,276
GBA Norte,general-san-martin,90.000,4.0,2.0,100
GBA Norte,general-san-martin,350.000,5.0,3.0,300
GBA Norte,general-san-martin,280.000,4.0,1.0,163
GBA Norte,general-san-martin,209.000,4.0,2.0,183
GBA Norte,general-san-martin,140.000,5.0,3.0,204
GBA Norte,general-san-martin,210.000,6.0,3.0,159
GBA Norte,general-san-martin,95.000,4.0,2.0,135
GBA Norte,general-san-martin,114.000,4.0,2.0,160
GBA Norte,general-san-martin,210.000,7.0,4.0,300
GBA Norte,general-san-martin,450.000,5.0,4.0,353
GBA Norte,general-san-martin,160.000,5.0,3.0,86
GBA Norte,general-san-martin,109.900,4.0,1.0,125
GBA Norte,general-san-martin,148.000,4.0,2.0,102
GBA Norte,general-san-martin,125.000,3.0,1.0,95
GBA Norte,general-san-martin,122.000,4.0,1.0,170
GBA Norte,general-san-martin,210.000,4.0,2.0,103
GBA Norte,general-san-martin,180.000,4.0,1.0,145
GBA Norte,general-san-martin,314.900,4.0,2.0,192
GBA Norte,general-san-martin,122.000,4.0,1.0,170
GBA Norte,general-san-martin,200.000,4.0,3.0,160
GBA Norte,general-san-martin,150.000,4.0,2.0,150
GBA Norte,general-san-martin,109.000,7.0,3.0,185
GBA Norte,general-san-martin,325.000,5.0,2.0,260
GBA Norte,general-san-martin,240.000,4.0,3.0,151
GBA Norte,general-san-martin,99.000,4.0,2.0,160
GBA Norte,general-san-martin,132.000,6.0,2.0,170
GBA Norte,general-san-martin,96.900,3.0,2.0,100
GBA Norte,general-san-martin,140.000,5.0,2.0,120
GBA Norte,general-san-martin,155.000,3.0,1.0,70
GBA Norte,general-san-martin,83.000,4.0,2.0,118
GBA Norte,general-san-martin,185.000,3.0,2.0,163
GBA Norte,general-san-martin,129.000,7.0,2.0,159
GBA Norte,general-san-martin,110.000,3.0,2.0,70
GBA Norte,general-san-martin,120.000,3.0,1.0,116
GBA Norte,general-san-martin,130.000,3.0,,90
GBA Norte,general-san-martin,65.000,4.0,1.0,80
GBA Norte,general-san-martin,99.000,4.0,1.0,131
GBA Norte,general-san-martin,150.000,8.0,4.0,230
GBA Norte,general-san-martin,150.000,6.0,2.0,391
GBA Norte,general-san-martin,150.000,3.0,2.0,165
GBA Norte,general-san-martin,199.000,7.0,2.0,360
GBA Norte,general-san-martin,90.000,3.0,1.0,109
GBA Norte,general-san-martin,175.000,4.0,2.0,190
GBA Norte,general-san-martin,145.000,5.0,3.0,250
GBA Norte,general-san-martin,115.000,4.0,2.0,117
GBA Norte,vicente-lopez,280.000,6.0,1.0,130
GBA Norte,vicente-lopez,485.000,6.0,4.0,180
GBA Norte,vicente-lopez,560.000,6.0,3.0,326
GBA Norte,vicente-lopez,480.000,6.0,1.0,230
GBA Norte,vicente-lopez,125.000,4.0,2.0,115
GBA Norte,vicente-lopez,151.000,5.0,1.0,120
GBA Norte,vicente-lopez,355.000,4.0,2.0,160
GBA Norte,vicente-lopez,220.000,4.0,2.0,110
GBA Norte,vicente-lopez,310.000,4.0,1.0,106
GBA Norte,vicente-lopez,500.000,7.0,3.0,320
GBA Norte,vicente-lopez,490.000,5.0,4.0,433
GBA Norte,vicente-lopez,249.900,6.0,4.0,230
GBA Norte,vicente-lopez,420.000,4.0,2.0,157
GBA Norte,vicente-lopez,980.000,7.0,5.0,568
GBA Norte,vicente-lopez,530.000,6.0,3.0,214
GBA Norte,vicente-lopez,285.000,5.0,2.0,218
GBA Norte,vicente-lopez,549.000,5.0,3.0,300
GBA Norte,vicente-lopez,120.000,4.0,1.0,94
GBA Norte,vicente-lopez,278.000,5.0,3.0,274
GBA Norte,vicente-lopez,335.000,5.0,,316
GBA Norte,vicente-lopez,260.000,4.0,1.0,80
GBA Norte,vicente-lopez,145.000,3.0,2.0,90
GBA Norte,vicente-lopez,787.000,6.0,5.0,453
GBA Norte,vicente-lopez,270.000,5.0,3.0,180
GBA Norte,vicente-lopez,1.400.000,4.0,3.0,535
GBA Norte,vicente-lopez,158.000,,,80
GBA Norte,vicente-lopez,500.000,5.0,2.0,226
GBA Norte,vicente-lopez,420.000,4.0,2.0,285
GBA Norte,vicente-lopez,285.000,5.0,2.0,150
GBA Norte,vicente-lopez,340.000,5.0,3.0,151
GBA Norte,vicente-lopez,399.000,5.0,2.0,275
GBA Norte,vicente-lopez,440.000,5.0,3.0,288
GBA Norte,vicente-lopez,318.000,3.0,1.0,177
GBA Norte,vicente-lopez,569.000,7.0,5.0,250
GBA Norte,vicente-lopez,379.000,5.0,4.0,254
GBA Norte,vicente-lopez,300.000,5.0,2.0,140
GBA Norte,vicente-lopez,285.000,8.0,2.0,218
GBA Norte,vicente-lopez,335.000,5.0,3.0,171
GBA Norte,vicente-lopez,295.000,6.0,3.0,168
GBA Norte,vicente-lopez,355.000,4.0,2.0,233
GBA Norte,vicente-lopez,379.000,6.0,3.0,171
GBA Norte,vicente-lopez,711.000,5.0,3.0,270
GBA Norte,vicente-lopez,370.000,4.0,3.0,162
GBA Norte,vicente-lopez,359.000,4.0,2.0,99
GBA Norte,vicente-lopez,435.000,6.0,4.0,291
GBA Norte,vicente-lopez,370.000,4.0,2.0,178
GBA Norte,vicente-lopez,350.000,6.0,2.0,148
GBA Norte,vicente-lopez,1.600.000,6.0,,702
GBA Norte,vicente-lopez,800.000,7.0,5.0,509
GBA Norte,vicente-lopez,425.000,6.0,3.0,280
GBA Norte,malvinas-argentina,219.900,6.0,4.0,140
GBA Norte,malvinas-argentina,88.900,,,80
GBA Norte,malvinas-argentina,125.000,4.0,2.0,133
GBA Norte,malvinas-argentina,295.000,7.0,4.0,188
GBA Norte,malvinas-argentina,130.000,4.0,2.0,140
GBA Norte,malvinas-argentina,285.000,3.0,3.0,204
GBA Norte,malvinas-argentina,230.000,4.0,2.0,251
GBA Norte,malvinas-argentina,82.000,3.0,1.0,88
GBA Norte,malvinas-argentina,2.500.000,10.0,6.0,950
GBA Norte,malvinas-argentina,520.000,6.0,4.0,301
GBA Norte,malvinas-argentina,450.000,5.0,4.0,290
GBA Norte,malvinas-argentina,1.400.000,9.0,6.0,483
GBA Norte,malvinas-argentina,850.000,7.0,3.0,486
GBA Norte,malvinas-argentina,750.000,7.0,5.0,300
GBA Norte,malvinas-argentina,170.000,6.0,3.0,275
GBA Norte,malvinas-argentina,124.900,4.0,1.0,232
GBA Norte,malvinas-argentina,355.000,4.0,2.0,280
GBA Norte,malvinas-argentina,55.000,3.0,1.0,62
GBA Norte,malvinas-argentina,2.500.000,6.0,6.0,900
GBA Norte,malvinas-argentina,265.000,7.0,3.0,422
GBA Norte,malvinas-argentina,105.000,4.0,1.0,140
GBA Norte,malvinas-argentina,59.000,3.0,1.0,86
GBA Norte,malvinas-argentina,219.000,5.0,,160
GBA Norte,malvinas-argentina,430.000,10.0,4.0,200
GBA Norte,malvinas-argentina,650.000,5.0,,290
GBA Norte,malvinas-argentina,145.000,5.0,3.0,120
GBA Norte,malvinas-argentina,167.000,4.0,1.0,165
GBA Norte,malvinas-argentina,81.500,5.0,2.0,112
GBA Norte,malvinas-argentina,320.000,4.0,2.0,189
GBA Norte,malvinas-argentina,450.000,6.0,5.0,290
GBA Norte,malvinas-argentina,320.000,4.0,3.0,193
GBA Norte,malvinas-argentina,99.000,4.0,,120
GBA Norte,malvinas-argentina,240.000,6.0,3.0,200
GBA Norte,malvinas-argentina,299.000,6.0,3.0,240
GBA Norte,malvinas-argentina,285.000,5.0,1.0,200
GBA Norte,malvinas-argentina,3.000.000,7.0,3.0,1
GBA Norte,malvinas-argentina,290.000,5.0,5.0,180
GBA Norte,malvinas-argentina,290.000,4.0,2.0,200
GBA Norte,malvinas-argentina,320.000,5.0,4.0,240
GBA Norte,malvinas-argentina,115.000,6.0,2.0,80
GBA Norte,malvinas-argentina,63.000,3.0,1.0,80
GBA Norte,malvinas-argentina,290.000,6.0,4.0,171
GBA Norte,malvinas-argentina,249.000,4.0,2.0,146
GBA Norte,malvinas-argentina,70.000,,,207
GBA Norte,malvinas-argentina,87.000,5.0,2.0,219
GBA Norte,malvinas-argentina,65.000,4.0,1.0,160
GBA Norte,malvinas-argentina,95.000,4.0,2.0,133
GBA Norte,malvinas-argentina,143.000,4.0,1.0,180
GBA Norte,malvinas-argentina,470.000,4.0,3.0,360
GBA Norte,malvinas-argentina,135.000,4.0,2.0,170
GBA Norte,san-fernando,165.000,4.0,1.0,120
GBA Norte,san-fernando,1.190.000,5.0,2.0,455
GBA Norte,san-fernando,99.000,9.0,4.0,230
GBA Norte,san-fernando,229.990,4.0,1.0,114
GBA Norte,san-fernando,250.000,4.0,1.0,200
GBA Norte,san-fernando,680.000,10.0,5.0,500
GBA Norte,san-fernando,325.000,3.0,3.0,197
GBA Norte,san-fernando,450.000,7.0,2.0,240
GBA Norte,san-fernando,530.000,5.0,3.0,290
GBA Norte,san-fernando,85.000,2.0,1.0,33
GBA Norte,san-fernando,285.000,5.0,3.0,249
GBA Norte,san-fernando,240.000,4.0,1.0,180
GBA Norte,san-fernando,141.000,3.0,1.0,90
GBA Norte,san-fernando,450.000,8.0,3.0,282
GBA Norte,san-fernando,275.000,5.0,3.0,203
GBA Norte,san-fernando,140.000,3.0,2.0,90
GBA Norte,san-fernando,255.000,5.0,1.0,161
GBA Norte,san-fernando,120.000,3.0,2.0,84
GBA Norte,san-fernando,215.000,4.0,2.0,114
GBA Norte,san-fernando,320.000,5.0,2.0,128
GBA Norte,san-fernando,1.100.000,8.0,4.0,416
GBA Norte,san-fernando,480.000,6.0,2.0,200
GBA Norte,san-fernando,280.000,4.0,2.0,177
GBA Norte,san-fernando,180.000,6.0,3.0,189
GBA Norte,san-fernando,295.000,5.0,1.0,144
GBA Norte,san-fernando,210.000,3.0,2.0,169
GBA Norte,san-fernando,290.000,5.0,2.0,120
GBA Norte,san-fernando,370.000,5.0,3.0,303
GBA Norte,san-fernando,1.190.000,5.0,3.0,457
GBA Norte,san-fernando,320.000,5.0,3.0,250
GBA Norte,san-fernando,465.000,5.0,5.0,238
GBA Norte,san-fernando,650.000,5.0,3.0,181
GBA Norte,san-fernando,395.000,6.0,3.0,250
GBA Norte,san-fernando,1.180.000,6.0,4.0,407
GBA Norte,san-fernando,200.000,4.0,2.0,176
GBA Norte,san-fernando,168.000,4.0,,109
GBA Norte,san-fernando,190.000,5.0,2.0,144
GBA Norte,san-fernando,260.000,5.0,2.0,220
GBA Norte,san-fernando,90.000,4.0,1.0,50
GBA Norte,san-fernando,155.000,4.0,1.0,106
GBA Norte,san-fernando,270.000,4.0,2.0,139
GBA Norte,san-fernando,125.000,3.0,1.0,104
GBA Norte,san-fernando,120.000,3.0,1.0,70
GBA Norte,san-fernando,155.000,4.0,2.0,109
GBA Norte,san-fernando,1.400.000,6.0,4.0,491
GBA Norte,san-fernando,138.000,5.0,2.0,140
GBA Norte,san-fernando,200.000,4.0,1.0,116
GBA Norte,san-fernando,420.000,6.0,3.0,168
GBA Norte,san-fernando,260.000,6.0,2.0,180
GBA Norte,san-fernando,145.000,4.0,1.0,100
GBA Oeste,la-matanza,110.000,5.0,1.0,134
GBA Oeste,la-matanza,140.000,3.0,2.0,130
GBA Oeste,la-matanza,50.000,3.0,1.0,122
GBA Oeste,la-matanza,83.000,3.0,2.0,140
GBA Oeste,la-matanza,169.000,3.0,2.0,120
GBA Oeste,la-matanza,94.000,3.0,1.0,141
GBA Oeste,la-matanza,100.000,6.0,2.0,180
GBA Oeste,la-matanza,135.000,4.0,2.0,120
GBA Oeste,la-matanza,369.000,5.0,5.0,330
GBA Oeste,la-matanza,219.000,3.0,1.0,116
GBA Oeste,la-matanza,310.000,5.0,3.0,260
GBA Oeste,la-matanza,185.000,3.0,1.0,90
GBA Oeste,la-matanza,180.000,3.0,2.0,90
GBA Oeste,la-matanza,210.000,4.0,,220
GBA Oeste,la-matanza,159.900,4.0,2.0,167
GBA Oeste,la-matanza,199.000,4.0,3.0,160
GBA Oeste,la-matanza,300.000,4.0,3.0,250
GBA Oeste,la-matanza,240.000,4.0,3.0,185
GBA Oeste,la-matanza,320.000,6.0,3.0,480
GBA Oeste,la-matanza,280.000,6.0,3.0,250
GBA Oeste,la-matanza,150.000,4.0,,248
GBA Oeste,la-matanza,115.000,4.0,1.0,180
GBA Oeste,la-matanza,480.000,5.0,4.0,262
GBA Oeste,la-matanza,99.900,4.0,2.0,140
GBA Oeste,la-matanza,165.000,4.0,,130
GBA Oeste,la-matanza,59.000,2.0,2.0,35
GBA Oeste,la-matanza,89.000,4.0,2.0,95
GBA Oeste,la-matanza,350.000,4.0,2.0,242
GBA Oeste,la-matanza,158.000,5.0,2.0,180
GBA Oeste,la-matanza,210.000,4.0,3.0,211
