zona,ciudad,precio,ambientes,bathrooms,area
GBA Sur,quilmes,49.500,3.0,1.0,97
GBA Sur,quilmes,128.000,5.0,3.0,145
GBA Sur,quilmes,230.000,3.0,2.0,137
GBA Sur,quilmes,1.680.000,5.0,4.0,400
GBA Sur,quilmes,139.000,2.0,1.0,84
GBA Sur,quilmes,153.000,4.0,1.0,98
GBA Sur,quilmes,119.000,4.0,3.0,155
GBA Sur,quilmes,280.000,4.0,2.0,183
GBA Sur,quilmes,450.000,5.0,2.0,274
GBA Sur,lomas-de-zamora,123.000,4.0,2.0,148
GBA Sur,lomas-de-zamora,330.000,6.0,3.0,120
GBA Sur,lomas-de-zamora,70.000,5.0,1.0,75
GBA Sur,lomas-de-zamora,180.000,3.0,1.0,108
GBA Sur,lomas-de-zamora,164.990,5.0,2.0,180
GBA Sur,lomas-de-zamora,470.000,5.0,3.0,253
GBA Sur,lomas-de-zamora,120.000,4.0,2.0,165
GBA Sur,lomas-de-zamora,122.000,5.0,2.0,129
GBA Sur,lomas-de-zamora,154.900,3.0,1.0,85
GBA Sur,lomas-de-zamora,320.000,5.0,3.0,219
GBA Sur,lomas-de-zamora,140.000,6.0,2.0,161
GBA Sur,lomas-de-zamora,95.000,4.0,2.0,119
GBA Sur,lomas-de-zamora,194.990,5.0,2.0,131
GBA Sur,lomas-de-zamora,99.000,4.0,1.0,97
GBA Sur,lomas-de-zamora,549.000,5.0,4.0,335
GBA Sur,lomas-de-zamora,449.000,7.0,3.0,266
GBA Sur,lomas-de-zamora,350.000,,,251
GBA Sur,lomas-de-zamora,272.000,5.0,4.0,370
GBA Sur,lomas-de-zamora,69.990,4.0,2.0,121
GBA Sur,lomas-de-zamora,500.000,,,308
GBA Sur,lomas-de-zamora,289.990,7.0,4.0,273
GBA Sur,lomas-de-zamora,359.990,6.0,1.0,191
GBA Sur,lomas-de-zamora,119.000,3.0,1.0,100
GBA Sur,lomas-de-zamora,239.000,5.0,1.0,320
GBA Sur,lomas-de-zamora,199.000,3.0,1.0,150
GBA Sur,lomas-de-zamora,180.000,4.0,2.0,161
GBA Sur,lomas-de-zamora,890.000,6.0,3.0,300
GBA Sur,lomas-de-zamora,359.990,5.0,4.0,180
GBA Sur,lomas-de-zamora,460.000,5.0,3.0,224
GBA Sur,lomas-de-zamora,460.000,5.0,3.0,224
GBA Sur,lomas-de-zamora,460.000,5.0,3.0,224
GBA Sur,lomas-de-zamora,289.900,6.0,4.0,235
GBA Sur,lomas-de-zamora,289.900,6.0,4.0,235
GBA Sur,lomas-de-zamora,239.000,5.0,5.0,214
GBA Sur,lomas-de-zamora,68.000,4.0,2.0,190
GBA Sur,lomas-de-zamora,450.000,5.0,2.0,250
GBA Sur,lomas-de-zamora,450.000,5.0,2.0,250
GBA Sur,lomas-de-zamora,65.000,3.0,1.0,75
GBA Sur,lomas-de-zamora,72.000,4.0,2.0,126
GBA Sur,lomas-de-zamora,145.000,4.0,1.0,108
GBA Sur,lomas-de-zamora,275.000,5.0,3.0,248
GBA Sur,lomas-de-zamora,64.999,3.0,1.0,60
GBA Sur,lomas-de-zamora,290.000,5.0,2.0,300
GBA Sur,lomas-de-zamora,85.900,4.0,2.0,139
GBA Sur,lomas-de-zamora,179.900,4.0,2.0,210
GBA Sur,lomas-de-zamora,175.000,3.0,,136
GBA Sur,lomas-de-zamora,89.000,4.0,2.0,180
GBA Sur,lomas-de-zamora,139.900,3.0,2.0,100
GBA Sur,lomas-de-zamora,198.000,5.0,2.0,200
GBA Sur,lomas-de-zamora,260.000,4.0,3.0,155
GBA Sur,ezeiza,215.000,5.0,2.0,142
GBA Sur,ezeiza,470.000,3.0,8.0,227
GBA Sur,ezeiza,690.000,5.0,5.0,310
GBA Sur,ezeiza,239.000,4.0,2.0,150
GBA Sur,ezeiza,370.000,4.0,4.0,250
GBA Sur,ezeiza,370.000,3.0,3.0,260
GBA Sur,ezeiza,550.000,5.0,2.0,310
GBA Sur,ezeiza,75.000,2.0,1.0,79
GBA Sur,ezeiza,350.000,4.0,2.0,270
GBA Sur,ezeiza,825.000,5.0,4.0,290
GBA Sur,ezeiza,270.000,4.0,2.0,190
GBA Sur,ezeiza,250.000,5.0,3.0,288
GBA Sur,ezeiza,485.000,4.0,2.0,220
GBA Sur,ezeiza,1.485.000,6.0,4.0,420
GBA Sur,ezeiza,148.000,4.0,2.0,75
GBA Sur,ezeiza,229.000,6.0,2.0,150
GBA Sur,ezeiza,330.000,7.0,3.0,369
GBA Sur,ezeiza,334.900,5.0,4.0,226
GBA Sur,ezeiza,185.000,4.0,3.0,135
GBA Sur,ezeiza,199.000,5.0,3.0,149
GBA Sur,ezeiza,350.000,6.0,2.0,251
GBA Sur,ezeiza,275.000,4.0,2.0,150
GBA Sur,ezeiza,287.000,6.0,2.0,200
GBA Sur,ezeiza,250.000,5.0,4.0,150
GBA Sur,ezeiza,370.000,6.0,3.0,207
GBA Sur,ezeiza,890.000,4.0,4.0,380
GBA Sur,ezeiza,145.000,4.0,2.0,200
GBA Sur,ezeiza,279.000,8.0,4.0,265
GBA Sur,ezeiza,540.000,4.0,3.0,240
GBA Sur,ezeiza,710.000,8.0,3.0,402
GBA Sur,ezeiza,270.000,5.0,2.0,800
GBA Sur,ezeiza,980.000,7.0,4.0,350
GBA Sur,ezeiza,269.000,4.0,3.0,200
GBA Sur,ezeiza,298.000,5.0,3.0,199
GBA Sur,ezeiza,349.000,4.0,3.0,262
GBA Sur,ezeiza,550.000,5.0,2.0,400
GBA Sur,ezeiza,540.000,6.0,4.0,185
GBA Sur,ezeiza,305.000,4.0,2.0,200
GBA Sur,ezeiza,197.000,5.0,2.0,143
GBA Sur,ezeiza,2.500.000,6.0,4.0,600
GBA Sur,ezeiza,790.000,9.0,6.0,600
GBA Sur,ezeiza,590.000,5.0,4.0,245
GBA Sur,ezeiza,275.000,5.0,2.0,166
GBA Sur,ezeiza,1.370.000,5.0,5.0,415
GBA Sur,ezeiza,620.000,7.0,7.0,306
GBA Sur,ezeiza,885.000,,,343
GBA Sur,ezeiza,189.500,4.0,2.0,318
GBA Sur,ezeiza,1.900.000,11.0,8.0,1
GBA Sur,ezeiza,920.000,6.0,6.0,410
GBA Sur,ezeiza,300.000,5.0,4.0,220
GBA Sur,berazategui,70.000,3.0,1.0,78
GBA Sur,berazategui,329.000,4.0,2.0,145
GBA Sur,berazategui,85.000,2.0,1.0,60
GBA Sur,berazategui,349.000,5.0,3.0,213
GBA Sur,berazategui,425.000,5.0,3.0,188
GBA Sur,berazategui,520.000,1.0,2.0,215
GBA Sur,berazategui,290.000,4.0,2.0,137
GBA Sur,berazategui,745.000,5.0,3.0,400
GBA Sur,berazategui,85.000,3.0,2.0,96
GBA Sur,berazategui,550.000,3.0,2.0,172
GBA Sur,berazategui,330.000,4.0,2.0,140
GBA Sur,berazategui,245.000,4.0,2.0,141
GBA Sur,berazategui,650.000,10.0,3.0,287
GBA Sur,berazategui,415.000,4.0,2.0,608
GBA Sur,berazategui,235.000,5.0,2.0,174
GBA Sur,berazategui,130.000,4.0,2.0,182
GBA Sur,berazategui,225.000,4.0,2.0,140
GBA Sur,berazategui,660.000,4.0,3.0,239
GBA Sur,berazategui,340.000,5.0,3.0,219
GBA Sur,berazategui,110.000,3.0,2.0,80
GBA Sur,berazategui,1.550.000,7.0,3.0,653
GBA Sur,berazategui,346.000,6.0,2.0,205
GBA Sur,berazategui,850.000,5.0,4.0,292
GBA Sur,berazategui,1.200.000,5.0,5.0,430
GBA Sur,berazategui,595.000,5.0,4.0,266
GBA Sur,berazategui,2.200.000,14.0,7.0,606
GBA Sur,berazategui,780.000,6.0,3.0,355
GBA Sur,berazategui,585.000,5.0,2.0,342
GBA Sur,berazategui,350.000,5.0,2.0,155
GBA Sur,berazategui,990.000,6.0,3.0,467
GBA Sur,berazategui,1.300.000,6.0,5.0,528
GBA Sur,berazategui,850.000,5.0,3.0,454
GBA Sur,berazategui,395.000,5.0,2.0,227
GBA Sur,berazategui,850.000,4.0,3.0,375
GBA Sur,berazategui,460.000,6.0,2.0,285
GBA Sur,berazategui,119.000,5.0,2.0,185
GBA Sur,berazategui,320.000,4.0,2.0,190
GBA Sur,berazategui,490.000,8.0,4.0,257
GBA Sur,berazategui,750.000,6.0,4.0,386
GBA Sur,berazategui,570.000,4.0,2.0,276
GBA Sur,berazategui,390.000,7.0,,300
GBA Sur,berazategui,75.000,3.0,1.0,65
GBA Sur,berazategui,490.000,4.0,3.0,237
GBA Sur,berazategui,320.000,4.0,2.0,190
GBA Sur,berazategui,495.000,9.0,3.0,234
GBA Sur,berazategui,1.200.000,8.0,4.0,414
GBA Sur,berazategui,76.000,3.0,2.0,140
GBA Sur,berazategui,410.000,5.0,2.0,236
GBA Sur,berazategui,550.000,4.0,3.0,228
GBA Sur,berazategui,1.150.000,7.0,4.0,323
GBA Sur,lanus,70.000,2.0,1.0,100
GBA Sur,lanus,175.000,5.0,2.0,196
GBA Sur,lanus,49.000,4.0,2.0,90
GBA Sur,lanus,144.900,5.0,2.0,148
GBA Sur,lanus,230.000,4.0,2.0,132
GBA Sur,lanus,135.000,5.0,2.0,150
GBA Sur,lanus,199.000,4.0,1.0,262
GBA Sur,lanus,138.000,3.0,1.0,201
GBA Sur,lanus,69.000,4.0,2.0,174
GBA Sur,lanus,249.000,6.0,3.0,220
GBA Sur,lanus,58.500,4.0,1.0,82
GBA Sur,lanus,240.000,5.0,2.0,200
GBA Sur,lanus,250.000,5.0,3.0,255
GBA Sur,lanus,114.990,6.0,3.0,150
GBA Sur,lanus,115.000,4.0,3.0,180
GBA Sur,lanus,135.000,5.0,2.0,128
GBA Sur,lanus,148.000,4.0,,212
GBA Sur,lanus,120.000,6.0,1.0,105
GBA Sur,lanus,139.900,3.0,1.0,68
GBA Sur,lanus,99.900,3.0,1.0,90
GBA Sur,lanus,110.000,3.0,1.0,155
GBA Sur,lanus,82.000,3.0,1.0,71
GBA Sur,lanus,89.900,4.0,2.0,149
GBA Sur,lanus,75.000,5.0,2.0,100
GBA Sur,lanus,130.000,4.0,1.0,92
GBA Sur,lanus,45.000,3.0,1.0,75
GBA Sur,lanus,295.000,4.0,3.0,353
GBA Sur,lanus,89.000,3.0,1.0,85
GBA Sur,lanus,350.000,5.0,4.0,235
GBA Sur,lanus,380.000,5.0,2.0,315
GBA Sur,lanus,142.000,4.0,2.0,145
GBA Sur,lanus,82.000,7.0,2.0,165
GBA Sur,lanus,330.000,4.0,2.0,200
GBA Sur,lanus,92.000,3.0,2.0,153
GBA Sur,lanus,260.000,4.0,2.0,230
GBA Sur,lanus,250.000,6.0,2.0,290
GBA Sur,lanus,75.000,4.0,2.0,99
GBA Sur,lanus,120.000,7.0,4.0,222
GBA Sur,lanus,180.000,4.0,2.0,97
GBA Sur,lanus,65.000,6.0,2.0,90
GBA Sur,lanus,169.000,5.0,2.0,162
GBA Sur,lanus,199.000,4.0,3.0,166
GBA Sur,lanus,119.990,6.0,2.0,154
GBA Sur,lanus,91.000,6.0,3.0,228
GBA Sur,lanus,75.000,3.0,1.0,160
GBA Sur,lanus,80.000,3.0,1.0,89
GBA Sur,lanus,95.000,3.0,2.0,183
GBA Sur,lanus,70.000,4.0,1.0,92
GBA Sur,lanus,80.000,4.0,2.0,140
GBA Sur,lanus,77.000,3.0,1.0,70
GBA Sur,almirante-brown,174.900,5.0,3.0,126
GBA Sur,almirante-brown,48.000,4.0,1.0,89
GBA Sur,almirante-brown,1.500.000,7.0,7.0,629
GBA Sur,almirante-brown,115.000,3.0,1.0,100
GBA Sur,almirante-brown,84.892,5.0,2.0,220
GBA Sur,almirante-brown,980.000,4.0,3.0,719
GBA Sur,almirante-brown,99.000,5.0,2.0,120
GBA Sur,almirante-brown,495.000,5.0,2.0,238
GBA Sur,almirante-brown,197.000,5.0,2.0,135
GBA Sur,almirante-brown,187.000,4.0,2.0,120
GBA Sur,almirante-brown,175.000,5.0,2.0,142
GBA Sur,almirante-brown,1.100.000,5.0,3.0,335
GBA Sur,almirante-brown,320.000,5.0,2.0,150
GBA Sur,almirante-brown,275.000,5.0,2.0,218
GBA Sur,almirante-brown,225.000,4.0,2.0,147
GBA Sur,almirante-brown,290.000,4.0,3.0,221
GBA Sur,almirante-brown,135.000,3.0,2.0,120
GBA Sur,almirante-brown,850.000,7.0,4.0,401
GBA Sur,almirante-brown,675.000,5.0,3.0,365
GBA Sur,almirante-brown,500.000,4.0,2.0,230
GBA Sur,almirante-brown,220.000,4.0,,140
GBA Sur,almirante-brown,290.000,5.0,3.0,190
GBA Sur,almirante-brown,118.000,4.0,2.0,115
GBA Sur,almirante-brown,115.000,5.0,2.0,132
GBA Sur,almirante-brown,185.000,4.0,2.0,128
GBA Sur,almirante-brown,120.000,4.0,2.0,157
GBA Sur,almirante-brown,590.000,6.0,5.0,326
GBA Sur,almirante-brown,170.000,5.0,2.0,135
GBA Sur,almirante-brown,220.000,4.0,3.0,220
GBA Sur,almirante-brown,79.999,4.0,1.0,104
GBA Sur,almirante-brown,220.000,4.0,1.0,93
GBA Sur,almirante-brown,73.000,3.0,1.0,80
GBA Sur,almirante-brown,119.000,4.0,1.0,106
GBA Sur,almirante-brown,155.000,4.0,2.0,180
GBA Sur,almirante-brown,55.000,3.0,1.0,72
GBA Sur,almirante-brown,299.000,7.0,3.0,300
GBA Sur,almirante-brown,45.000,3.0,1.0,120
GBA Sur,almirante-brown,210.000,4.0,2.0,110
GBA Sur,almirante-brown,170.000,5.0,2.0,127
GBA Sur,almirante-brown,207.000,5.0,2.0,140
GBA Sur,almirante-brown,258.000,6.0,2.0,200
GBA Sur,almirante-brown,300.000,5.0,2.0,180
GBA Sur,almirante-brown,495.000,5.0,2.0,238
GBA Sur,almirante-brown,670.000,7.0,5.0,1
GBA Sur,almirante-brown,350.000,6.0,2.0,300
GBA Sur,almirante-brown,490.000,5.0,3.0,235
GBA Sur,almirante-brown,193.000,4.0,2.0,104
GBA Sur,almirante-brown,580.000,6.0,3.0,232
GBA Sur,almirante-brown,218.000,6.0,2.0,180
GBA Sur,almirante-brown,270.000,4.0,1.0,180
GBA Sur,avellaneda,55.000,3.0,2.0,110
GBA Sur,avellaneda,67.000,4.0,2.0,80
GBA Sur,avellaneda,140.000,4.0,3.0,190
GBA Sur,avellaneda,180.000,5.0,2.0,200
GBA Sur,avellaneda,98.000,5.0,2.0,130
GBA Sur,avellaneda,73.000,3.0,1.0,62
GBA Sur,avellaneda,175.000,4.0,3.0,215
GBA Sur,avellaneda,115.000,3.0,1.0,80
GBA Sur,avellaneda,95.000,2.0,1.0,75
GBA Sur,avellaneda,250.000,5.0,3.0,228
GBA Sur,avellaneda,160.000,3.0,2.0,133
GBA Sur,avellaneda,85.000,4.0,2.0,176
GBA Sur,avellaneda,164.000,6.0,4.0,207
GBA Sur,avellaneda,250.000,4.0,2.0,173
GBA Sur,avellaneda,150.000,5.0,2.0,196
GBA Sur,avellaneda,225.000,3.0,2.0,143
GBA Sur,avellaneda,185.000,5.0,3.0,230
GBA Sur,avellaneda,63.000,4.0,1.0,170
GBA Sur,avellaneda,195.000,5.0,1.0,198
GBA Sur,avellaneda,165.000,5.0,3.0,215
GBA Sur,avellaneda,70.000,4.0,1.0,90
GBA Sur,avellaneda,155.000,5.0,2.0,160
GBA Sur,avellaneda,220.000,6.0,4.0,277
GBA Sur,avellaneda,165.000,4.0,2.0,123
GBA Sur,avellaneda,75.000,4.0,1.0,77
GBA Sur,avellaneda,66.000,6.0,2.0,103
GBA Sur,avellaneda,78.000,3.0,1.0,104
GBA Sur,avellaneda,270.000,5.0,3.0,211
GBA Sur,avellaneda,100.000,3.0,1.0,95
GBA Sur,avellaneda,52.000,2.0,1.0,121
GBA Sur,avellaneda,60.000,4.0,1.0,100
GBA Sur,avellaneda,72.000,4.0,1.0,91
GBA Sur,avellaneda,110.000,3.0,2.0,85
GBA Sur,avellaneda,75.000,3.0,1.0,97
GBA Sur,avellaneda,169.000,6.0,2.0,133
GBA Sur,avellaneda,75.000,3.0,1.0,76
GBA Sur,avellaneda,89.900,5.0,2.0,147
GBA Sur,avellaneda,130.000,4.0,2.0,180
GBA Sur,avellaneda,490.000,5.0,2.0,43
GBA Sur,avellaneda,122.000,4.0,2.0,183
GBA Sur,avellaneda,220.000,4.0,2.0,150
GBA Sur,avellaneda,349.000,5.0,3.0,522
GBA Sur,avellaneda,260.000,4.0,2.0,185
GBA Sur,avellaneda,149.000,7.0,3.0,280
GBA Sur,avellaneda,140.000,3.0,2.0,137
GBA Sur,avellaneda,85.000,4.0,2.0,127
GBA Sur,avellaneda,180.000,4.0,4.0,200
GBA Sur,avellaneda,150.000,5.0,2.0,162
GBA Sur,avellaneda,190.000,4.0,2.0,155
GBA Sur,avellaneda,310.000,6.0,3.0,260
Córdoba,cordoba,197.000,2.0,2.0,139
Córdoba,cordoba,165.000,8.0,2.0,180
Córdoba,cordoba,90.000,3.0,2.0,180
Córdoba,cordoba,144.000,7.0,2.0,135
Córdoba,cordoba,34.000,6.0,1.0,132
Córdoba,cordoba,150.000,5.0,2.0,149
Córdoba,cordoba,930.000,9.0,4.0,450
Córdoba,cordoba,189.999,3.0,3.0,127
Córdoba,cordoba,119.000,3.0,3.0,140
Córdoba,cordoba,110.000,6.0,2.0,180
Córdoba,cordoba,130.000,3.0,1.0,101
Córdoba,cordoba,168.000,5.0,2.0,136
Córdoba,cordoba,125.000,3.0,3.0,110
Córdoba,cordoba,105.000,7.0,1.0,141
Córdoba,cordoba,880.000,6.0,3.0,622
Córdoba,cordoba,110.000,6.0,2.0,160
Córdoba,cordoba,220.000,5.0,3.0,249
Córdoba,cordoba,189.000,5.0,1.0,157
Córdoba,cordoba,300.000,5.0,3.0,175
Córdoba,cordoba,310.000,3.0,2.0,165
Córdoba,cordoba,105.000,6.0,3.0,178
Córdoba,cordoba,850.000,7.0,3.0,350
Córdoba,cordoba,150.000,9.0,3.0,101
Córdoba,cordoba,270.000,6.0,3.0,180
Córdoba,cordoba,240.000,14.0,3.0,294
Córdoba,cordoba,215.000,3.0,2.0,242
Córdoba,cordoba,480.000,10.0,4.0,650
Córdoba,cordoba,89.000,3.0,2.0,77
Córdoba,cordoba,260.000,5.0,2.0,180
Córdoba,cordoba,133.000,5.0,3.0,110
Córdoba,cordoba,340.000,4.0,2.0,194
Córdoba,cordoba,150.000,5.0,1.0,135
Córdoba,cordoba,169.000,4.0,3.0,140
Córdoba,cordoba,339.000,8.0,3.0,165
Córdoba,cordoba,165.000,4.0,1.0,106
Córdoba,cordoba,173.900,6.0,3.0,135
Córdoba,cordoba,700.000,7.0,3.0,420
Córdoba,cordoba,145.000,4.0,2.0,120
Córdoba,cordoba,120.000,7.0,1.0,116
Córdoba,cordoba,240.000,7.0,2.0,150
Córdoba,cordoba,700.000,15.0,4.0,564
Córdoba,cordoba,125.000,6.0,2.0,132
Córdoba,cordoba,670.000,4.0,4.0,356
Córdoba,cordoba,230.000,8.0,4.0,300
Córdoba,cordoba,230.000,5.0,2.0,188
Córdoba,cordoba,1.900.000,5.0,6.0,1
Córdoba,cordoba,67.000,4.0,2.0,105
Córdoba,cordoba,275.000,5.0,2.0,211
Córdoba,cordoba,249.000,4.0,4.0,277
Córdoba,cordoba,235.000,3.0,3.0,284
Córdoba,punilla,61.900,5.0,2.0,120
Córdoba,punilla,189.000,4.0,2.0,200
Córdoba,punilla,160.000,3.0,3.0,380
Córdoba,punilla,1.200.000,30.0,,1
Córdoba,punilla,90.000,7.0,2.0,146
Córdoba,punilla,46.500,4.0,1.0,118
Córdoba,punilla,200.000,7.0,2.0,170
Córdoba,punilla,180.000,7.0,2.0,238
Córdoba,punilla,150.000,5.0,2.0,180
Córdoba,punilla,275.000,5.0,1.0,285
Córdoba,punilla,249.000,12.0,5.0,250
Córdoba,punilla,72.900,4.0,1.0,68
Córdoba,punilla,255.000,4.0,2.0,150
Córdoba,punilla,134.000,4.0,2.0,108
Córdoba,punilla,163.000,4.0,2.0,158
Córdoba,punilla,80.000,3.0,2.0,120
Córdoba,punilla,429.000,12.0,5.0,241
Córdoba,punilla,105.000,6.0,3.0,324
Córdoba,punilla,97.000,6.0,2.0,124
Córdoba,punilla,198.000,3.0,1.0,130
Córdoba,punilla,225.000,6.0,3.0,289
Córdoba,punilla,378.000,6.0,3.0,681
Córdoba,punilla,49.900,6.0,2.0,130
Córdoba,punilla,225.000,6.0,3.0,289
Córdoba,punilla,73.500,3.0,1.0,80
Córdoba,punilla,125.000,4.0,1.0,120
Córdoba,punilla,120.000,3.0,2.0,140
Córdoba,punilla,88.000,3.0,1.0,103
Córdoba,punilla,134.900,6.0,2.0,210
Córdoba,punilla,74.500,3.0,1.0,50
Córdoba,punilla,135.000,3.0,2.0,83
Córdoba,punilla,284.000,9.0,3.0,222
Córdoba,punilla,135.000,5.0,1.0,145
Córdoba,punilla,67.000,2.0,1.0,55
Córdoba,punilla,63.500,2.0,2.0,73
Córdoba,punilla,75.000,3.0,1.0,116
Córdoba,punilla,92.000,3.0,2.0,116
Córdoba,punilla,187.000,5.0,3.0,180
Córdoba,punilla,59.999,8.0,1.0,155
Córdoba,punilla,69.500,5.0,1.0,140
Córdoba,punilla,64.999,3.0,1.0,687
Córdoba,punilla,109.000,4.0,1.0,120
Córdoba,punilla,215.000,6.0,2.0,163
Córdoba,punilla,27.999,2.0,1.0,103
Córdoba,punilla,2.800.000,20.0,10.0,1
Córdoba,punilla,225.000,17.0,7.0,334
Córdoba,punilla,250.000,5.0,4.0,173
Córdoba,punilla,190.000,3.0,,160
Córdoba,punilla,159.800,9.0,4.0,225
Córdoba,punilla,128.000,8.0,2.0,173
Córdoba,colon,65.000,2.0,1.0,99
Córdoba,colon,120.000,7.0,2.0,173
Córdoba,colon,158.000,4.0,1.0,200
Córdoba,colon,800.000,8.0,4.0,680
Córdoba,colon,124.000,3.0,1.0,120
Córdoba,colon,320.000,8.0,3.0,260
Córdoba,colon,649.000,4.0,4.0,500
Córdoba,colon,160.000,6.0,2.0,142
Córdoba,colon,490.000,8.0,3.0,135
Córdoba,colon,480.000,5.0,2.0,351
Córdoba,colon,460.000,6.0,2.0,260
Córdoba,colon,350.000,7.0,3.0,170
Córdoba,colon,150.000,6.0,3.0,208
Córdoba,colon,90.000,3.0,2.0,110
Córdoba,colon,180.000,12.0,3.0,259
Córdoba,colon,172.000,6.0,2.0,159
Córdoba,colon,450.000,6.0,3.0,300
Córdoba,colon,340.000,4.0,2.0,270
Córdoba,colon,320.000,12.0,2.0,192
Córdoba,colon,291.000,6.0,2.0,410
Córdoba,colon,450.000,3.0,3.0,480
Córdoba,colon,150.000,5.0,2.0,142
Córdoba,colon,380.000,5.0,2.0,250
Córdoba,colon,195.000,,,268
Córdoba,colon,360.000,6.0,3.0,362
Córdoba,colon,460.000,5.0,2.0,420
Córdoba,colon,180.000,8.0,3.0,220
Córdoba,colon,290.000,11.0,2.0,293
Córdoba,colon,175.000,3.0,2.0,175
Córdoba,colon,160.000,2.0,3.0,199
Córdoba,colon,250.000,8.0,2.0,143
Córdoba,colon,175.000,8.0,3.0,300
Córdoba,colon,300.000,8.0,3.0,270
Córdoba,colon,140.000,5.0,2.0,220
Córdoba,colon,120.000,5.0,1.0,90
Córdoba,colon,110.000,8.0,2.0,200
Córdoba,colon,170.000,5.0,2.0,149
Córdoba,colon,320.000,8.0,3.0,420
Córdoba,colon,120.000,6.0,2.0,220
Córdoba,colon,120.000,6.0,2.0,220
Córdoba,colon,79.000,4.0,2.0,146
Córdoba,colon,160.000,9.0,2.0,140
Córdoba,colon,165.000,,,150
Córdoba,colon,150.000,10.0,2.0,200
Córdoba,colon,160.000,3.0,2.0,150
Córdoba,colon,145.000,10.0,3.0,210
Córdoba,colon,470.000,6.0,3.0,1
Córdoba,colon,320.000,7.0,3.0,203
Córdoba,colon,29.990,3.0,1.0,121
Córdoba,colon,55.000,4.0,1.0,87
Córdoba,villa-carlos-paz,174.000,4.0,2.0,155
Córdoba,villa-carlos-paz,160.000,5.0,2.0,190
Córdoba,villa-carlos-paz,115.000,4.0,2.0,115
Córdoba,villa-carlos-paz,639.000,12.0,4.0,590
Córdoba,villa-carlos-paz,114.900,6.0,2.0,176
Córdoba,villa-carlos-paz,150.000,4.0,2.0,190
Córdoba,villa-carlos-paz,240.000,7.0,6.0,389
Córdoba,villa-carlos-paz,350.000,8.0,3.0,309
Córdoba,villa-carlos-paz,160.000,7.0,2.0,175
Córdoba,villa-carlos-paz,225.000,6.0,2.0,167
Córdoba,villa-carlos-paz,295.000,4.0,3.0,379
Córdoba,villa-carlos-paz,135.000,4.0,1.0,143
Córdoba,villa-carlos-paz,1.250.000,7.0,6.0,629
Córdoba,villa-carlos-paz,300.000,6.0,3.0,264
Córdoba,villa-carlos-paz,709.900,4.0,1.0,1
Córdoba,villa-carlos-paz,120.000,3.0,2.0,150
Córdoba,villa-carlos-paz,138.000,6.0,2.0,130
Córdoba,villa-carlos-paz,130.000,5.0,2.0,95
Córdoba,villa-carlos-paz,188.000,6.0,3.0,185
Córdoba,villa-carlos-paz,165.000,4.0,2.0,171
Córdoba,villa-carlos-paz,325.000,12.0,4.0,351
Córdoba,villa-carlos-paz,255.000,7.0,2.0,220
Córdoba,villa-carlos-paz,275.000,6.0,3.0,299
Córdoba,villa-carlos-paz,264.000,3.0,2.0,255
Córdoba,villa-carlos-paz,170.000,6.0,3.0,180
Córdoba,villa-carlos-paz,135.000,4.0,1.0,163
Córdoba,villa-carlos-paz,140.000,6.0,3.0,254
Córdoba,villa-carlos-paz,210.000,6.0,3.0,187
Córdoba,villa-carlos-paz,250.000,3.0,3.0,231
Córdoba,villa-carlos-paz,158.000,4.0,1.0,138
Córdoba,villa-carlos-paz,89.000,4.0,2.0,98
Córdoba,villa-carlos-paz,123.000,3.0,1.0,110
Córdoba,villa-carlos-paz,230.000,2.0,3.0,240
Córdoba,villa-carlos-paz,95.000,3.0,1.0,110
Córdoba,villa-carlos-paz,72.000,4.0,1.0,70
Córdoba,villa-carlos-paz,80.000,3.0,1.0,70
Córdoba,villa-carlos-paz,130.000,5.0,2.0,170
Córdoba,villa-carlos-paz,136.000,3.0,2.0,146
Córdoba,villa-carlos-paz,245.000,8.0,4.0,300
Córdoba,villa-carlos-paz,135.000,6.0,2.0,110
Córdoba,villa-carlos-paz,82.000,5.0,2.0,90
Córdoba,villa-carlos-paz,350.000,8.0,3.0,350
Córdoba,villa-carlos-paz,224.900,7.0,3.0,231
Córdoba,villa-carlos-paz,149.000,5.0,2.0,154
Córdoba,villa-carlos-paz,950.000,10.0,6.0,590
Córdoba,villa-carlos-paz,299.800,7.0,3.0,190
Córdoba,villa-carlos-paz,190.000,6.0,2.0,174
Córdoba,villa-carlos-paz,399.000,7.0,4.0,291
Córdoba,villa-carlos-paz,80.000,5.0,1.0,112
Córdoba,villa-carlos-paz,155.000,5.0,2.0,182
Córdoba,santa-maria,45.000,3.0,2.0,80
Córdoba,santa-maria,285.000,4.0,2.0,175
Córdoba,santa-maria,135.000,5.0,2.0,120
Córdoba,santa-maria,185.000,3.0,3.0,150
Córdoba,santa-maria,370.000,7.0,3.0,310
Córdoba,santa-maria,280.000,6.0,4.0,220
Córdoba,santa-maria,220.000,9.0,3.0,308
Córdoba,santa-maria,393.000,5.0,3.0,315
Córdoba,santa-maria,275.000,5.0,2.0,185
Córdoba,santa-maria,260.000,6.0,2.0,230
Córdoba,santa-maria,285.000,4.0,3.0,178
Córdoba,santa-maria,315.000,6.0,2.0,320
Córdoba,santa-maria,360.000,5.0,2.0,370
Córdoba,santa-maria,325.000,3.0,2.0,255
Córdoba,santa-maria,215.000,2.0,,163
Córdoba,santa-maria,600.000,7.0,3.0,500
Córdoba,santa-maria,171.000,3.0,2.0,135
